"year";"month";"day";"hour MEZ";"min";"dewpoint temperature (degree C)";"air temperature (degree C)";"relative humidity (%)";"global radiation (W m^(-2))";"wind speed (km/h)";"wind direction (degree)";"wind speed - gust (km/h)";"precipitation (10^(-1) mm)";"air pressure (hPa)"
2005;3;23;08;15;-0,1;4,5;71,9;315,1;0,1;226,3;-6999;0,0;993,0
2005;3;23;08;30;0,2;5,3;69,8;302,4;0,6;163,3;-6999;0,0;993,0
2005;3;23;08;45;0,5;6,0;67,6;350,7;1,0;120,9;-6999;0,0;993,0
2005;3;23;09;00;0,2;5,7;67,6;368,9;3,3;127,7;-6999;0,0;993,0
2005;3;23;09;15;0,5;6,6;65,1;323,5;0,1;134,9;-6999;0,0;993,0
2005;3;23;09;30;0,1;6,3;64,7;332,3;2,5;193,3;-6999;0,0;993,0
2005;3;23;09;45;0,2;6,6;63,6;353,7;2,2;165,9;-6999;0,0;993,0
2005;3;23;10;00;0,2;6,5;63,9;443,9;3,6;206,8;-6999;0,0;993,0
2005;3;23;10;15;0,6;7,1;63,1;512,3;2,1;199,4;-6999;0,0;993,0
2005;3;23;10;30;0,9;8,0;60,7;587,6;2,8;187,4;-6999;0,0;993,0
2005;3;23;10;45;0,8;8,5;58,2;627,6;2,8;203,0;-6999;0,0;993,0
2005;3;23;11;00;0,8;9,1;56,1;659,2;4,2;153,0;-6999;0,0;993,0
2005;3;23;11;15;0,9;9,2;56,1;669,0;5,1;176,5;-6999;0,0;993,0
2005;3;23;11;30;1,1;9,8;54,6;679,2;4,5;177,2;-6999;0,0;993,0
2005;3;23;11;45;1,2;10,0;54,4;548,9;4,0;188,2;-6999;0,0;993,0
2005;3;23;12;00;1,3;10,5;52,8;630,4;4,8;147,8;-6999;0,0;993,0
2005;3;23;12;15;1,4;10,8;52,3;686,8;5,7;173,7;-6999;0,0;993,0
2005;3;23;12;30;1,6;11,3;51,2;683,4;5,2;159,8;-6999;0,0;993,0
2005;3;23;12;45;1,8;11,2;52,3;665,5;6,9;146,4;-6999;0,0;993,0
2005;3;23;13;00;2,4;12,2;51,0;608,0;4,2;166,7;-6999;0,0;993,0
2005;3;23;13;15;2,6;12,6;50,4;542,1;4,6;155,9;-6999;0,0;993,0
2005;3;23;13;30;2,5;12,6;50,2;457,4;3,9;164,5;-6999;0,0;992,0
2005;3;23;13;45;2,6;13,2;48,5;428,3;3,4;159,5;-6999;0,0;992,0
2005;3;23;14;00;2,5;13,0;49,0;331,5;4,4;148,7;-6999;0,0;992,0
2005;3;23;14;15;2,4;12,8;49,0;285,9;6,4;161,9;-6999;0,0;992,0
2005;3;23;14;30;2,5;12,8;49,6;251,5;6,5;165,7;-6999;0,0;992,0
2005;3;23;14;45;2,6;12,9;49,7;236,1;6,5;170,9;-6999;0,0;992,0
2005;3;23;15;00;2,5;12,6;50,1;180,8;6,8;169,1;-6999;0,0;992,0
2005;3;23;15;15;2,7;12,8;50,2;147,7;4,0;176,8;-6999;0,0;992,0
2005;3;23;15;30;2,6;12,6;50,7;116,3;3,8;180,9;-6999;0,0;992,0
2005;3;23;15;45;2,6;12,4;51,3;92,4;5,1;191,8;-6999;0,0;992,0
2005;3;23;16;00;2,6;12,4;51,3;104,8;6,3;184,1;-6999;0,0;992,0
2005;3;23;16;15;2,8;12,5;51,5;117,0;4,8;163,1;-6999;0,0;992,0
2005;3;23;16;30;3,0;12,5;52,2;107,1;6,4;162,8;-6999;0,0;992,0
2005;3;23;16;45;3,1;12,5;52,8;107,4;6,8;161,2;-6999;0,0;992,0
2005;3;23;17;00;3,3;12,6;53,1;92,6;4,5;163,8;-6999;0,0;992,0
2005;3;23;17;15;3,4;12,5;53,7;72,0;2,7;163,3;-6999;0,0;992,0
2005;3;23;17;30;3,5;12,5;54,2;55,5;3,5;166,5;-6999;0,0;992,0
2005;3;23;17;45;3,6;12,4;55,1;32,5;5,7;161,9;-6999;0,0;992,0
2005;3;23;18;00;3,6;12,2;55,7;14,5;5,5;166,0;-6999;0,0;992,0
2005;3;23;18;15;3,7;12,1;56,4;3,9;6,4;156,7;-6999;0,0;992,0
2005;3;23;18;30;3,7;12,0;56,8;0,6;5,6;163,4;-6999;0,0;992,0
2005;3;23;18;45;3,8;11,9;57,4;-0,1;5,2;164,1;-6999;0,0;992,0
2005;3;23;19;00;3,8;11,7;58,4;-0,3;2,5;170,4;-6999;0,0;992,0
2005;3;23;19;15;3,8;11,6;58,6;-0,3;2,1;196,8;-6999;0,0;992,0
2005;3;23;19;30;3,8;11,4;59,4;-0,3;1,5;145,9;-6999;0,0;992,0
2005;3;23;19;45;3,7;11,4;59,1;-0,2;4,1;145,5;-6999;0,0;992,0
2005;3;23;20;00;3,8;11,2;60,2;-0,3;0,9;134,5;-6999;0,0;992,0
2005;3;23;20;15;3,7;10,8;61,4;-0,2;0,7;127,8;-6999;0,0;992,0
2005;3;23;20;30;3,7;10,6;62,3;-0,2;0,0;114,3;-6999;0,0;992,0
2005;3;23;20;45;3,7;10,5;62,7;-0,1;0,7;128,5;-6999;0,0;992,0
2005;3;23;21;00;3,6;10,3;63,3;-0,2;2,0;133,5;-6999;0,0;992,0
2005;3;23;21;15;3,5;10,0;64,2;-0,1;0,4;112,1;-6999;0,0;992,0
2005;3;23;21;30;3,7;9,6;66,5;-0,2;0,0;83,0;-6999;0,0;992,0
2005;3;23;21;45;3,8;9,2;69,0;-0,1;1,5;81,6;-6999;0,0;992,0
2005;3;23;22;00;3,7;8,7;71,0;0,0;1,5;82,1;-6999;0,0;992,0
2005;3;23;22;15;3,8;8,5;72,4;-0,1;0,0;94,1;-6999;0,0;992,0
2005;3;23;22;30;3,8;8,4;72,6;-0,1;0,0;92,2;-6999;0,0;992,0
2005;3;23;22;45;3,7;8,0;74,0;-0,1;0,6;72,6;-6999;0,0;992,0
2005;3;23;23;00;3,6;7,9;74,5;-0,1;0,0;72,3;-6999;0,0;992,0
2005;3;23;23;15;3,4;7,8;73,7;-0,2;0,0;94,0;-6999;0,0;991,0
2005;3;23;23;30;3,4;7,8;73,5;-0,1;0,0;84,9;-6999;0,0;991,0
2005;3;23;23;45;3,2;7,8;72,6;-0,1;0,0;123,7;-6999;0,0;991,0
2005;3;23;24;00;3,2;7,9;72,1;-0,1;0,0;101,3;-6999;0,0;991,0
2005;3;24;00;15;2,9;8,1;69,6;-0,3;1,9;180,1;-6999;0,0;991,0
2005;3;24;00;30;2,6;8,1;68,2;-0,3;6,7;169,9;-6999;0,0;991,0
2005;3;24;00;45;2,5;8,0;68,1;-0,2;6,2;169,1;-6999;0,0;991,0
2005;3;24;01;00;2,4;7,9;68,3;-0,4;4,4;165,0;-6999;0,0;991,0
2005;3;24;01;15;2,4;7,7;69,3;-0,4;1,2;161,7;-6999;0,0;991,0
2005;3;24;01;30;2,8;7,5;72,0;-0,2;0,0;91,5;-6999;0,0;991,0
2005;3;24;01;45;2,8;7,2;73,7;-0,1;0,0;107,1;-6999;0,0;991,0
2005;3;24;02;00;2,8;7,1;74,0;-0,1;0,0;103,4;-6999;0,0;991,0
2005;3;24;02;15;2,6;7,0;73,8;-0,1;0,2;109,3;-6999;0,0;991,0
2005;3;24;02;30;2,3;6,8;73,2;-0,2;0,0;103,2;-6999;0,0;991,0
2005;3;24;02;45;2,3;6,7;73,6;-0,2;0,9;103,8;-6999;0,0;991,0
2005;3;24;03;00;2,3;6,6;74,0;-0,1;0,3;106,8;-6999;0,0;991,0
2005;3;24;03;15;2,2;5,9;77,0;0,0;0,0;168,9;-6999;0,0;991,0
2005;3;24;03;30;2,2;5,7;78,1;0,0;0,1;132,6;-6999;0,0;990,0
2005;3;24;03;45;2,1;5,6;78,4;0,0;0,4;139,0;-6999;0,0;990,0
2005;3;24;04;00;2,1;5,4;79,1;-0,1;0,0;124,5;-6999;0,0;991,0
2005;3;24;04;15;2,0;5,3;79,1;-0,1;0,0;100,0;-6999;0,0;990,0
2005;3;24;04;30;1,9;5,1;79,8;-0,1;0,0;115,5;-6999;0,0;990,0
2005;3;24;04;45;1,8;4,7;81,7;-0,1;1,1;93,9;-6999;0,0;990,0
2005;3;24;05;00;1,7;4,8;80,6;-0,1;0,3;221,1;-6999;0,0;990,0
2005;3;24;05;15;1,6;4,7;80,5;0,0;0,3;245,4;-6999;0,0;990,0
2005;3;24;05;30;1,6;4,8;79,5;0,0;0,1;340,3;-6999;0,0;991,0
2005;3;24;05;45;1,6;5,1;77,9;0,4;0,0;96,9;-6999;0,0;991,0
2005;3;24;06;00;1,7;5,3;77,7;2,0;0,6;149,2;-6999;0,0;990,0
2005;3;24;06;15;1,4;4,5;80,4;6,4;0,0;230,0;-6999;0,0;991,0
2005;3;24;06;30;1,7;4,8;80,6;14,1;0,1;107,7;-6999;0,0;991,0
2005;3;24;06;45;1,6;5,4;76,7;25,9;0,4;146,0;-6999;0,0;991,0
2005;3;24;07;00;1,8;5,4;77,4;38,9;0,0;146,1;-6999;0,0;991,0
2005;3;24;07;15;1,8;5,3;78,0;50,3;1,5;135,2;-6999;0,0;991,0
2005;3;24;07;30;1,9;5,5;77,6;123,9;0,6;118,7;-6999;0,0;991,0
2005;3;24;07;45;1,8;5,8;75,7;177,2;1,1;100,8;-6999;0,0;991,0
2005;3;24;08;00;1,6;6,1;73,1;224,0;0,5;98,0;-6999;0,0;991,0
2005;3;24;08;15;1,5;6,3;71,4;301,5;5,3;105,3;-6999;0,0;991,0
2005;3;24;08;30;1,4;6,5;69,8;323,8;5,5;113,7;-6999;0,0;991,0
2005;3;24;08;45;1,4;7,1;67,2;373,9;5,0;125,6;-6999;0,0;992,0
2005;3;24;09;00;1,3;7,5;64,7;412,1;4,2;136,2;-6999;0,0;992,0
2005;3;24;09;15;1,4;7,7;64,3;447,4;5,6;122,0;-6999;0,0;992,0
2005;3;24;09;30;1,5;8,2;62,5;484,4;5,4;133,6;-6999;0,0;992,0
2005;3;24;09;45;1,4;8,8;59,8;515,0;4,0;153,7;-6999;0,0;992,0
2005;3;24;10;00;1,8;9,5;58,8;543,8;3,2;154,2;-6999;0,0;992,0
2005;3;24;10;15;1,8;9,8;57,5;570,0;4,3;171,2;-6999;0,0;992,0
2005;3;24;10;30;2,0;10,3;56,4;596,3;3,7;161,3;-6999;0,0;992,0
2005;3;24;10;45;2,3;10,9;55,5;611,8;3,9;173,1;-6999;0,0;992,0
2005;3;24;11;00;2,5;11,2;54,9;625,8;5,1;156,9;-6999;0,0;992,0
2005;3;24;11;15;2,7;11,9;53,2;635,8;4,9;169,0;-6999;0,0;992,0
2005;3;24;11;30;2,7;11,9;53,1;645,5;5,2;124,8;-6999;0,0;992,0
2005;3;24;11;45;2,8;12,1;53,1;650,3;6,6;145,0;-6999;0,0;991,0
2005;3;24;12;00;3,3;12,4;53,7;652,1;7,3;139,0;-6999;0,0;991,0
2005;3;24;12;15;3,9;12,8;54,6;656,7;6,1;165,6;-6999;0,0;992,0
2005;3;24;12;30;4,1;13,1;54,5;648,6;0,5;175,9;-6999;0,0;992,0
2005;3;24;12;45;4,5;13,7;53,6;650,2;0,0;168,0;-6999;0,0;992,0
2005;3;24;13;00;4,6;14,0;53,1;639,1;0,0;160,8;-6999;0,0;991,0
2005;3;24;13;15;4,8;13,8;54,5;632,5;0,0;176,2;-6999;0,0;991,0
2005;3;24;13;30;4,6;13,9;53,6;612,8;0,0;157,2;-6999;0,0;991,0
2005;3;24;13;45;4,7;14,3;52,6;597,1;0,0;147,8;-6999;0,0;991,0
2005;3;24;14;00;4,9;14,3;53,0;575,8;0,0;169,6;-6999;0,0;991,0
2005;3;24;14;15;4,8;14,4;52,6;552,3;0,0;139,0;-6999;0,0;991,0
2005;3;24;14;30;5,0;14,5;52,7;526,1;0,0;135,8;-6999;0,0;991,0
2005;3;24;14;45;5,2;14,8;52,5;495,4;0,0;141,1;-6999;0,0;991,0
2005;3;24;15;00;5,1;14,8;52,3;459,1;0,0;143,6;-6999;0,0;991,0
2005;3;24;15;15;5,1;14,9;51,9;425,4;0,0;132,8;-6999;0,0;991,0
2005;3;24;15;30;5,1;15,0;51,6;388,1;0,0;146,3;-6999;0,0;991,0
2005;3;24;15;45;5,1;15,0;51,5;354,3;0,0;136,1;-6999;0,0;991,0
2005;3;24;16;00;5,1;14,9;52,0;309,9;0,0;143,1;-6999;0,0;990,0
2005;3;24;16;15;5,1;14,9;51,9;268,7;4,2;130,4;-6999;0,0;990,0
2005;3;24;16;30;5,0;14,7;52,1;225,8;5,6;134,0;-6999;0,0;990,0
2005;3;24;16;45;5,0;14,6;52,4;183,5;0,1;125,3;-6999;0,0;990,0

2005;3;24;17;15;5,0;14,5;52,9;95,2;0,0;137,6;-6999;0,0;991,0
2005;3;24;17;30;4,8;14,2;53,2;70,3;0,0;134,9;-6999;0,0;991,0
2005;3;24;17;45;4,9;14,2;53,4;35,5;0,0;139,1;-6999;0,0;991,0
2005;3;24;18;00;4,7;13,9;53,9;12,6;0,0;141,0;-6999;0,0;991,0
2005;3;24;18;15;4,8;13,7;54,8;3,8;0,0;145,6;-6999;0,0;991,0
2005;3;24;18;30;4,9;13,6;55,7;0,7;0,0;144,4;-6999;0,0;991,0
2005;3;24;18;45;4,9;13,3;56,7;-0,2;0,0;152,4;-6999;0,0;991,0
2005;3;24;19;00;4,7;13,1;56,8;-0,4;0,0;139,4;-6999;0,0;991,0
2005;3;24;19;15;4,6;13,0;56,8;-0,5;0,0;154,4;-6999;0,0;991,0
2005;3;24;19;30;4,5;12,8;56,9;-0,4;0,0;157,8;-6999;0,0;991,0
2005;3;24;19;45;4,4;12,7;56,9;-0,3;0,0;165,5;-6999;0,0;991,0
2005;3;24;20;00;4,3;12,5;57,3;-0,3;0,0;149,9;-6999;0,0;991,0
2005;3;24;20;15;4,3;12,2;58,4;-0,3;0,0;162,1;-6999;0,0;991,0
2005;3;24;20;30;4,4;11,9;60,2;-0,4;0,0;147,0;-6999;0,0;991,0
2005;3;24;20;45;4,6;11,6;62,0;-0,3;0,0;164,4;-6999;0,0;991,0
2005;3;24;21;00;4,8;11,5;63,3;-0,5;0,0;169,1;-6999;0,0;991,0
2005;3;24;21;15;4,8;11,2;64,7;-0,5;0,0;152,2;-6999;0,0;991,0
2005;3;24;21;30;4,6;10,6;66,4;-0,2;0,0;240,8;-6999;0,0;991,0
2005;3;24;21;45;4,9;10,4;68,5;-0,1;0,0;120,4;-6999;0,0;991,0
2005;3;24;22;00;5,0;10,4;69,3;-0,2;0,0;170,1;-6999;0,0;991,0
2005;3;24;22;15;4,9;10,3;69,2;-0,3;0,0;182,7;-6999;0,0;991,0
2005;3;24;22;30;4,8;10,0;69,9;-0,3;0,0;172,7;-6999;0,0;990,0
2005;3;24;22;45;4,8;9,9;70,8;-0,3;0,0;127,2;-6999;0,0;990,0
2005;3;24;23;00;4,7;9,3;73,1;-0,2;0,0;117,5;-6999;0,0;990,0
2005;3;24;23;15;4,7;8,9;74,7;-0,2;0,0;88,0;-6999;0,0;990,0
2005;3;24;23;30;4,7;8,8;75,2;-0,1;0,0;122,5;-6999;0,0;990,0
2005;3;24;23;45;4,4;8,2;77,0;-0,3;0,0;142,2;-6999;0,0;990,0
2005;3;24;24;00;4,4;8,0;77,8;-0,1;0,0;112,2;-6999;0,0;990,0
2005;3;25;00;15;4,3;7,8;78,6;-0,2;0,0;138,0;-6999;0,0;990,0
2005;3;25;00;30;4,4;7,9;78,7;-0,3;0,0;144,6;-6999;0,0;990,0
2005;3;25;00;45;4,3;7,7;78,8;-0,2;0,0;116,0;-6999;0,0;990,0
2005;3;25;01;00;4,2;7,7;78,5;-0,1;0,0;134,0;-6999;0,0;990,0
2005;3;25;01;15;4,0;7,5;78,4;-0,2;0,0;119,9;-6999;0,0;990,0
2005;3;25;01;30;3,9;7,4;78,5;-0,3;0,0;109,2;-6999;0,0;990,0
2005;3;25;01;45;3,8;7,3;78,7;-0,1;0,0;143,0;-6999;0,0;990,0
2005;3;25;02;00;3,7;7,2;78,6;-0,2;0,0;245,5;-6999;0,0;990,0
2005;3;25;02;15;3,8;7,0;79,8;-0,1;0,0;156,5;-6999;0,0;989,0
2005;3;25;02;30;3,7;6,7;81,0;-0,1;0,0;35,0;-6999;0,0;989,0
2005;3;25;02;45;3,7;6,7;81,2;-0,1;0,0;65,2;-6999;0,0;989,0
2005;3;25;03;00;3,7;6,9;80,1;-0,4;0,0;226,2;-6999;0,0;989,0
2005;3;25;03;15;3,7;6,9;79,9;-0,4;0,0;132,7;-6999;0,0;989,0
2005;3;25;03;30;3,4;6,4;81,4;-0,2;0,0;117,8;-6999;0,0;989,0
2005;3;25;03;45;3,2;6,1;81,7;-0,1;0,0;154,3;-6999;0,0;989,0
2005;3;25;04;00;3,1;5,8;82,8;-0,1;0,0;134,3;-6999;0,0;989,0
2005;3;25;04;15;2,9;5,5;83,6;-0,1;0,0;147,0;-6999;0,0;989,0
2005;3;25;04;30;2,8;5,3;83,8;-0,1;0,0;192,2;-6999;0,0;989,0
2005;3;25;04;45;2,8;5,3;83,8;-0,1;0,0;138,3;-6999;0,0;989,0
2005;3;25;05;00;2,8;5,4;83,4;-0,1;0,0;184,5;-6999;0,0;989,0
2005;3;25;05;15;2,8;5,6;82,4;-0,2;0,0;122,7;-6999;0,0;989,0
2005;3;25;05;30;2,8;5,5;82,5;-0,2;0,0;141,8;-6999;0,0;989,0
2005;3;25;05;45;2,8;5,5;82,6;2,5;0,0;151,8;-6999;0,0;990,0
2005;3;25;06;00;2,7;5,4;82,8;8,1;0,0;110,6;-6999;0,0;990,0
2005;3;25;06;15;2,4;4,9;83,8;24,3;0,0;190,7;-6999;0,0;990,0
2005;3;25;06;30;2,7;5,3;83,6;51,3;0,0;193,9;-6999;0,0;990,0
2005;3;25;06;45;2,8;5,8;81,3;81,4;0,0;201,3;-6999;0,0;990,0
2005;3;25;07;00;2,8;6,1;79,1;108,3;0,0;208,5;-6999;0,0;990,0
2005;3;25;07;15;2,6;6,3;77,4;142,7;0,0;229,6;-6999;0,0;990,0
2005;3;25;07;30;2,6;6,6;75,6;172,4;0,0;214,5;-6999;0,0;990,0
2005;3;25;07;45;2,8;7,0;74,5;210,1;0,0;223,3;-6999;0,0;990,0
2005;3;25;08;00;2,9;7,3;73,7;247,8;0,0;231,7;-6999;0,0;990,0
2005;3;25;08;15;3,0;7,5;73,3;222,4;0,0;224,7;-6999;0,0;989,0
2005;3;25;08;30;3,2;7,7;73,1;279,1;0,0;224,9;-6999;0,0;989,0
2005;3;25;08;45;3,3;8,0;72,1;354,2;0,0;226,8;-6999;0,0;990,0
2005;3;25;09;00;3,6;8,4;72,0;283,1;0,0;227,1;-6999;0,0;990,0
2005;3;25;09;15;3,8;8,7;71,2;320,2;0,0;201,6;-6999;0,0;990,0
2005;3;25;09;30;3,8;8,9;70,2;386,4;0,0;235,5;-6999;0,0;990,0
2005;3;25;09;45;3,9;8,8;71,2;435,3;0,0;243,1;-6999;0,0;990,0
2005;3;25;10;00;4,2;9,0;71,8;490,8;0,0;242,2;-6999;0,0;990,0
2005;3;25;10;15;4,5;9,3;71,7;488,5;0,0;236,0;-6999;0,0;990,0
2005;3;25;10;30;4,9;10,3;69,0;593,8;0,0;236,8;-6999;0,0;990,0
2005;3;25;10;45;5,3;10,6;69,9;550,5;0,0;199,4;-6999;0,0;990,0
2005;3;25;11;00;5,7;11,2;69,0;531,7;0,0;195,6;-6999;0,0;990,0
2005;3;25;11;15;5,8;11,2;69,5;440,0;0,0;198,8;-6999;0,0;990,0
2005;3;25;11;30;6,2;11,9;67,9;593,5;0,0;171,5;-6999;0,0;989,0
2005;3;25;11;45;6,3;12,1;67,6;464,0;0,0;215,6;-6999;0,0;989,0
2005;3;25;12;00;6,3;12,3;66,7;407,1;0,0;174,6;-6999;0,0;989,0
2005;3;25;12;15;6,4;12,6;66,0;392,8;0,0;166,5;-6999;0,0;989,0
2005;3;25;12;30;6,5;12,8;65,6;456,9;0,0;155,2;-6999;0,0;989,0
2005;3;25;12;45;6,5;13,1;64,1;580,6;0,0;161,3;-6999;0,0;989,0
2005;3;25;13;00;6,7;13,6;63,1;528,6;0,0;152,2;-6999;0,0;989,0
2005;3;25;13;15;6,7;13,5;63,5;450,7;0,0;167,0;-6999;0,0;989,0
2005;3;25;13;30;7,0;14,0;62,8;419,6;0,0;169,9;-6999;0,0;988,0
2005;3;25;13;45;7,2;14,8;60,2;524,4;0,0;175,0;-6999;0,0;988,0
2005;3;25;14;00;7,3;14,8;60,7;471,0;0,0;204,4;-6999;0,0;988,0
2005;3;25;14;15;7,2;14,9;60,1;509,1;0,0;155,0;-6999;0,0;988,0
2005;3;25;14;30;7,4;15,4;59,0;411,5;0,0;196,7;-6999;0,0;988,0
2005;3;25;14;45;7,4;14,6;61,9;256,9;0,0;141,8;-6999;0,0;988,0
2005;3;25;15;00;7,6;14,4;63,5;189,2;0,0;168,5;-6999;0,0;988,0
2005;3;25;15;15;7,6;14,4;63,8;250,4;0,0;164,1;-6999;0,0;988,0
2005;3;25;15;30;7,6;14,4;63,6;229,0;0,0;155,0;-6999;0,0;987,0
2005;3;25;15;45;7,7;14,2;65,0;179,2;0,0;167,5;-6999;0,0;988,0
2005;3;25;16;00;7,8;14,3;65,1;159,8;0,0;172,7;-6999;0,0;987,0
2005;3;25;16;15;7,8;14,3;65,1;115,1;0,0;162,7;-6999;0,0;987,0
2005;3;25;16;30;7,9;14,0;66,5;72,2;0,0;171,1;-6999;0,0;987,0
2005;3;25;16;45;7,9;13,9;67,1;51,5;0,0;154,8;-6999;0,0;987,0
2005;3;25;17;00;7,9;13,8;67,4;40,5;0,0;177,1;-6999;0,0;987,0
2005;3;25;17;15;7,9;13,7;68,0;34,2;0,0;244,0;-6999;0,0;987,0
2005;3;25;17;30;7,9;13,6;68,4;23,9;0,0;186,5;-6999;0,0;987,0
2005;3;25;17;45;7,9;13,6;68,6;8,1;0,0;191,7;-6999;0,0;987,0
2005;3;25;18;00;7,8;13,4;68,8;3,2;0,0;153,3;-6999;0,0;987,0
2005;3;25;18;15;7,9;13,4;69,1;1,6;0,0;166,2;-6999;0,0;987,0
2005;3;25;18;30;8,4;12,8;74,7;0,1;0,0;301,7;-6999;0,0;987,0
2005;3;25;18;45;8,9;12,4;79,3;-0,2;0,0;323,3;-6999;0,0;987,0
2005;3;25;19;00;9,0;12,3;80,2;-0,2;0,0;321,9;-6999;0,0;987,0
2005;3;25;19;15;8,9;12,1;80,9;-0,2;0,0;321,7;-6999;0,0;987,0
2005;3;25;19;30;8,9;12,0;81,2;-0,3;0,0;314,7;-6999;0,0;987,0
2005;3;25;19;45;8,9;12,0;81,2;-0,3;0,0;311,5;-6999;0,0;987,0
2005;3;25;20;00;8,8;12,0;81,0;-0,3;0,0;296,2;-6999;0,0;987,0
2005;3;25;20;15;8,9;12,0;81,1;-0,3;0,0;278,8;-6999;0,0;987,0
2005;3;25;20;30;8,7;11,8;81,4;-0,3;0,0;308,9;-6999;0,0;987,0
2005;3;25;20;45;8,7;11,7;81,9;-0,2;0,0;296,5;-6999;0,0;987,0
2005;3;25;21;00;8,7;11,6;82,4;-0,3;0,0;293,1;-6999;0,0;987,0
2005;3;25;21;15;8,6;11,4;82,9;-0,3;0,0;298,8;-6999;0,0;987,0
2005;3;25;21;30;8,6;11,2;83,9;-0,3;0,0;287,7;-6999;0,0;987,0
2005;3;25;21;45;8,5;11,0;84,6;-0,1;0,0;285,6;-6999;0,0;987,0
2005;3;25;22;00;8,4;10,7;85,5;-0,1;0,0;283,5;-6999;0,0;987,0
2005;3;25;22;15;8,5;10,4;87,8;0,0;0,0;282,3;-6999;0,0;987,0
2005;3;25;22;30;8,5;10,3;88,8;0,0;0,0;279,0;-6999;0,0;987,0
2005;3;25;22;45;8,6;10,1;90,5;0,0;0,0;297,8;-6999;2,0;986,0
2005;3;25;23;00;8,7;10,0;91,4;0,0;0,0;299,7;-6999;0,0;986,0
2005;3;25;23;15;8,7;9,9;92,0;0,0;0,0;307,5;-6999;0,0;986,0
2005;3;25;23;30;8,7;9,8;93,0;0,0;0,0;301,0;-6999;0,0;986,0
2005;3;25;23;45;8,8;9,8;93,3;0,0;0,0;304,6;-6999;0,0;986,0
2005;3;25;24;00;8,8;9,6;94,5;0,0;0,0;305,7;-6999;1,0;986,0
2005;3;26;00;15;8,8;9,6;95,0;0,0;0,0;308,5;-6999;0,0;986,0
2005;3;26;00;30;8,9;9,5;95,9;0,0;0,0;307,5;-6999;2,0;986,0
2005;3;26;00;45;9,1;9,4;97,8;0,0;0,0;310,9;-6999;2,0;986,0
2005;3;26;01;00;9,2;9,3;99,1;0,0;0,0;300,0;-6999;2,0;986,0
2005;3;26;01;15;9,3;9,3;99,9;0,0;0,0;288,5;-6999;1,0;986,0
2005;3;26;01;30;9,2;9,2;100,0;0,0;0,0;283,0;-6999;3,0;985,0
2005;3;26;01;45;9,1;9,1;100,0;0,0;0,0;246,9;-6999;1,0;985,0
2005;3;26;02;00;9,3;9,3;100,0;0,0;0,0;212,8;-6999;0,0;985,0
2005;3;26;02;15;9,3;9,3;100,0;0,0;0,0;208,0;-6999;1,0;985,0
2005;3;26;02;30;9,2;9,2;100,0;0,0;0,0;216,4;-6999;0,0;985,0
2005;3;26;02;45;9,2;9,2;100,0;0,0;0,0;229,2;-6999;0,0;985,0
2005;3;26;03;00;9,1;9,1;100,0;0,0;0,0;220,1;-6999;0,0;985,0
2005;3;26;03;15;9,0;9,0;100,0;0,0;0,0;247,6;-6999;0,0;985,0
2005;3;26;03;30;9,0;9,0;100,0;0,0;0,0;233,9;-6999;0,0;985,0
2005;3;26;03;45;9,0;9,0;100,0;0,0;0,0;242,8;-6999;0,0;985,0
2005;3;26;04;00;9,1;9,1;100,0;0,0;0,0;217,6;-6999;0,0;984,0
2005;3;26;04;15;9,2;9,2;100,0;0,0;0,0;226,5;-6999;0,0;984,0
2005;3;26;04;30;9,1;9,1;100,0;0,0;0,0;247,4;-6999;0,0;984,0
2005;3;26;04;45;9,0;9,0;100,0;0,0;0,0;260,3;-6999;0,0;984,0
2005;3;26;05;00;8,8;8,8;100,0;0,0;0,0;292,8;-6999;0,0;984,0
2005;3;26;05;15;8,6;8,6;100,0;0,0;0,0;325,1;-6999;0,0;984,0
2005;3;26;05;30;8,6;8,6;100,0;0,0;0,0;315,4;-6999;0,0;984,0
2005;3;26;05;45;8,7;8,7;100,0;0,0;0,0;298,4;-6999;0,0;984,0
2005;3;26;06;00;8,9;8,9;100,0;2,5;0,0;282,9;-6999;0,0;984,0
2005;3;26;06;15;8,8;8,8;100,0;16,0;0,0;269,3;-6999;0,0;984,0
2005;3;26;06;30;8,9;8,9;100,0;62,3;0,0;269,0;-6999;0,0;984,0
2005;3;26;06;45;8,8;8,8;100,0;85,7;0,0;281,6;-6999;0,0;984,0
2005;3;26;07;00;8,9;9,0;99,4;161,8;0,0;308,4;-6999;0,0;984,0
2005;3;26;07;15;8,6;9,7;93,1;196,2;0,0;325,9;-6999;0,0;984,0
2005;3;26;07;30;7,8;10,5;83,3;237,8;0,0;343,7;-6999;0,0;984,0
2005;3;26;07;45;7,5;10,6;81,3;292,7;0,0;358,6;-6999;0,0;984,0
2005;3;26;08;00;7,7;11,1;79,4;335,1;0,0;272,0;-6999;0,0;984,0
2005;3;26;08;15;7,9;11,5;78,3;375,8;0,0;210,7;-6999;0,0;984,0
2005;3;26;08;30;8,1;12,1;76,3;423,4;0,0;168,7;-6999;0,0;984,0
2005;3;26;08;45;8,0;12,6;73,7;461,4;0,0;189,7;-6999;0,0;984,0
2005;3;26;09;00;7,8;12,6;72,4;503,3;0,0;206,6;-6999;0,0;984,0
2005;3;26;09;15;7,8;12,8;71,6;586,9;0,0;216,9;-6999;0,0;984,0
